71.0,101.0,1.5,860.0,4.0,0.948321158412615,9.446900885023764
70.0,101.0,1.5,820.0,5.0,1.1690815024989005,7.990763453039321
72.0,102.0,2.0,910.0,5.0,1.5349570378027442,7.097065172249492
70.0,104.0,1.5,850.0,5.0,1.3047134821323327,7.569321366492694
70.0,106.0,2.0,840.0,8.0,2.7946803998615484,4.7552157899654555
71.0,105.0,1.5,840.0,8.0,1.9795652832352635,4.762221495832318
70.0,101.0,1.5,860.0,7.0,1.5587753366652006,5.471265960117897
67.0,110.0,2.0,820.0,8.0,3.3570569007806568,4.815858251449232
71.0,101.0,1.5,840.0,4.0,0.948321158412615,9.667296712149135
68.0,100.0,1.5,820.0,5.0,1.1856219878200507,8.122044254745836
